Well,PERIOD,TP,CP,BH,GROSS OIL,GROSS WTR,GROSS GAS,GROSS BOE,Downtime,Lift,Choke,Cum Prod,Days Online,Formation,Pad,Comp Order
FORAKER 1207 7SMH-11,6/1/2019,755,270,1050,253.36,218,2395,652.5267,0,FLOW,,29924.51,57,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/2/2019,744,249,1020,235.26,216,2367,629.76,0,FLOW,,30159.77,58,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/3/2019,737,247,1142,253.36,215,2366,647.6933,0,FLOW,,30413.13,59,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/4/2019,728,256,1142,236.65,226,2376,632.65,0,FLOW,,30649.78,60,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/5/2019,730,255,1142,214.37,205,2336,603.7033,0,FLOW,,30864.15,61,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/6/2019,715,262,1110,211.61,191,2333,600.4433,0,FLOW,,31075.76,62,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/7/2019,710,260,1107,247.67,200,2345,638.5033,0,FLOW,,31323.43,63,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/8/2019,709,229,1142,215.02,200,2203,582.1867,0,FLOW,,31538.45,64,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/9/2019,710,234,1142,208.76,193,2200,575.4267,0,FLOW,,31747.21,65,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/10/2019,698,232,1142,224.07,174,2240,597.4033,0,FLOW,,31971.28,66,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/11/2019,670,166,1142,217.1,184,2334,606.1,0,FLOW,,32188.38,67,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/12/2019,665,165,1142,208.75,188,2308,593.4167,0,FLOW,,32397.13,68,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/13/2019,656,158,1109,205.97,180,2327,593.8033,0,FLOW,,32603.1,69,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/14/2019,652,154,1109,203.93,174,2299,587.0967,0,FLOW,,32807.03,70,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/15/2019,645,170,1109,184.41,172,2300,567.7433,0,FLOW,,32991.44,71,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/16/2019,669,226,1109,208.06,175,2264,585.3933,0,FLOW,,33199.5,72,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/17/2019,662,184,1109,187.88,153,2342,578.2133,0,FLOW,,33387.38,73,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/18/2019,644,152,1109,178.84,165,2141,535.6733,0,FLOW,,33566.22,74,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/19/2019,634,162,1109,173.27,165,2089,521.4367,0,FLOW,,33739.49,75,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/20/2019,630,169,1109,183.7,160,2012,519.0333,0,FLOW,,33923.19,76,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/21/2019,627,172,1109,170.49,154,2519,590.3233,0,FLOW,,34093.68,77,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/22/2019,621,158,1109,191.4,178,1912,510.0667,0,FLOW,,34285.08,78,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/23/2019,608,144,1109,141.26,152,2439,547.76,0,FLOW,,34426.34,79,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/24/2019,603,155,1109,167,149,1653,442.5,0,FLOW,,34593.34,80,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/25/2019,607,149,1109,169.1,143,2111,520.9333,0,FLOW,,34762.44,81,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/26/2019,602,146,1109,162.13,136,2096,511.4633,0,FLOW,,34924.57,82,SM,Pad2,1Z
FORAKER 1207 7SMH-11,6/27/2019,585,140,1109,0,142,2043,340.5,0,FLOW,,34924.57,83,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/1/2019,573,126,1109,112.76,136,2159,,,,,35037.33,87.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/2/2019,565,123,1109,155.9,132,1683,,,,,35193.23,88.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/3/2019,562,129,1109,142.65,127,2065,,,,,35335.88,89.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/4/2019,559,121,1109,143.34,125,2048,,,,,35479.22,90.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/5/2019,551,127,1109,157.96,123,2045,,,,,35637.18,91.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/6/2019,547,129,1109,142.69,122,2293,,,,,35779.87,92.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/7/2019,545,128,1109,100.21,119,1952,,,,,35880.08,93.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/8/2019,542,127,1109,123.16,117,1970,,,,,36003.24,94.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/9/2019,540,128,1109,121.78,117,1871,,,,,36125.02,95.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/10/2019,543,129,1109,123.86,114,1947,,,,,36248.88,96.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/11/2019,537,124,1109,141.34,115,1990,,,,,36390.22,97.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/12/2019,549,134,1109,141.3,109,2154,,,,,36531.52,98.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/13/2019,551,135,1109,116.91,111,2255,,,,,36648.43,99.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/14/2019,552,138,1109,94.67,110,1818,,,,,36743.1,100.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/15/2019,546,147,1109,120.42,110,1505,,,,,36863.52,101.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/16/2019,541,136,1109,120.42,109,1602,,,,,36983.94,102.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/17/2019,537,138,1109,107.85,106,1873,,,,,37091.79,103.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/18/2019,545,137,1109,129.43,100,1787,,,,,37221.22,104.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/19/2019,543,150,1109,119.02,103,1781,,,,,37340.24,105.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/20/2019,537,132,1109,116.93,104,1773,,,,,37457.17,106.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/21/2019,529,136,1109,90.48,102,1770,,,,,37547.65,107.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/22/2019,525,134,1109,84.2,102,1766,,,,,37631.85,108.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/23/2019,524.95,134.2,1109,105.07,101.34,1761.16,,,,,37736.92,109.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/24/2019,520.32,129.93,1109,115.52,98.79,1773.68,,,,,37852.44,110.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/25/2019,516.57,128.43,1109,151.01,98.76,1777.55,,,,,38003.45,111.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/26/2019,515.7,127.27,1109,85.59,96.87,1762.81,,,,,38089.04,112.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/27/2019,513.15,129.78,1109,105.08,94.52,1754.82,,,,,38194.12,113.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/28/2019,512.92,133.89,1109,103.7,90.23,1738.83,,,,,38297.82,114.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/29/2019,515.95,131.18,1109,105.8,89.14,1716.37,,,,,38403.62,115.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/30/2019,519.81,134.53,1109,93.96,91.69,1677.6,,,,,38497.58,116.00,SM,Pad2,1Z
FORAKER 1207 7SMH-11,7/31/2019,515.21,134.69,1109,100.23,94.12,1671.21,,,,,38597.81,117.00,SM,Pad2,1Z
FORAKER 1207 8UMH-11,4/5/2019,,,,424.68,0,0,424.68,0,FLOW,22,424.68,1,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/6/2019,0,1629,,951.55,402,465,1029.05,0,FLOW,26.66666667,1376.23,2,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/7/2019,0,1398,,1220.15,1035,1519,1473.3167,0,FLOW,29.41666667,2596.38,3,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/8/2019,0,1269,,1447.05,1234,1830,1752.05,0,FLOW,31.08333333,4043.43,4,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/9/2019,0,1178,,1367.3,1220,1993,1699.4667,0,FLOW,32,5410.73,5,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/10/2019,0,1089,,1406.73,1060,2067,1751.23,0,FLOW,33.91666667,6817.46,6,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/11/2019,0,1009,,1437.39,982,2172,1799.39,0,FLOW,36.91666667,8254.85,7,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/12/2019,0,960,,1749.6,892,2210,2117.9333,0,FLOW,39.91666667,10004.45,8,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/13/2019,0,938,,1971.92,1054,2978,2468.2533,0,FLOW,41.91666667,11976.37,9,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/14/2019,0,944,,1488.45,2618,3520,2075.1167,0,FLOW,42.66666667,13464.82,10,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/15/2019,0,972,,1580.06,1719,3303,2130.56,0,FLOW,44,15044.88,11,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/16/2019,0,966,,1533.7,1235,3993,2199.2,0,FLOW,44,16578.58,12,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/17/2019,0,962,,1176.23,1318,4007,1844.0633,0,FLOW,44,17754.81,13,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/18/2019,0,967,,1253.68,1111,4345,1977.8467,0,FLOW,44,19008.49,14,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/19/2019,0,953,,1117.64,940,4638,1890.64,0,FLOW,44,20126.13,15,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/20/2019,0,950,,1068.95,814,4526,1823.2833,0,FLOW,44,21195.08,16,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/21/2019,0,944,,976.02,760,4488,1724.02,0,FLOW,44,22171.1,17,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/22/2019,0,942,,934.36,652,4572,1696.36,0,FLOW,44,23105.46,18,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/23/2019,0,934,,1070.97,1495,4610,1839.3033,0,FLOW,44,24176.43,19,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/24/2019,0,901,,847.94,1669,4747,1639.1067,0,FLOW,44,25024.37,20,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/25/2019,0,897,,820.19,1445,4997,1653.0233,0,FLOW,44,25844.56,21,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/26/2019,0,881,,754.26,1201,5123,1608.0933,0,FLOW,44,26598.82,22,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/27/2019,0,863,,695.99,1047,5128,1550.6567,0,FLOW,44,27294.81,23,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/28/2019,0,868,,639.06,997,5161,1499.2267,0,FLOW,44,27933.87,24,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/29/2019,0,831,,649.48,894,4934,1471.8133,0,FLOW,44,28583.35,25,UM,Pad1,5Z
FORAKER 1207 8UMH-11,4/30/2019,0,800,,609.24,762,4866,1420.24,0,FLOW,44,29192.59,26,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/1/2019,0,787,,574.55,720,4975,1403.7167,0,FLOW,44,29767.14,27,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/2/2019,0,783,,556.49,685,4861,1366.6567,0,FLOW,44,30323.63,28,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/3/2019,0,757,,516.26,572,4942,1339.9267,0,FLOW,44,30839.89,29,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/4/2019,0,748,,512.1,478,4871,1323.9333,0,FLOW,44,31351.99,30,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/5/2019,0,738,,481.57,433,4850,1289.9033,0,FLOW,44,31833.56,31,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/6/2019,0,725,,448.25,441,4852,1256.9167,0,FLOW,44,32281.81,32,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/7/2019,0,707,,449.65,378,4719,1236.15,0,FLOW,44.16666667,32731.46,33,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/8/2019,0,685,,418.6,414,4679,1198.4333,0,FLOW,44,33150.06,34,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/9/2019,0,690,,391.44,432,4773,1186.94,0,FLOW,44,33541.5,35,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/10/2019,0,691,,376.79,463,4399,1109.9567,0,FLOW,44,33918.29,36,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/11/2019,0,690,,384.42,446,4218,1087.42,0,FLOW,45.16666667,34302.71,37,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/12/2019,0,647,,378.18,528,4431,1116.68,0,FLOW,47.83333333,34680.89,38,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/13/2019,0,631,,358.06,469,4770,1153.06,0,FLOW,48,35038.95,39,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/14/2019,0,600,,346.94,459,4713,1132.44,0,FLOW,48,35385.89,40,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/15/2019,0,612,,335.84,854,4781,1132.6733,0,FLOW,48,35721.73,41,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/16/2019,0,603,,308.08,863,4641,1081.58,0,FLOW,48,36029.81,42,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/17/2019,0,598,,308.08,783,4451,1049.9133,0,FLOW,48,36337.89,43,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/18/2019,0,592,,309.49,595,4356,1035.49,0,FLOW,50,36647.38,44,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/19/2019,0,570,,288.64,552,4433,1027.4733,0,FLOW,51.33333333,36936.02,45,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/20/2019,0,536,,290.05,591,4543,1047.2167,0,FLOW,52,37226.07,46,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/21/2019,0,526,,274.78,716,4452,1016.78,0,FLOW,52,37500.85,47,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/22/2019,0,519,,277.56,491,4493,1026.3933,0,FLOW,53.33333333,37778.41,48,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/23/2019,0,491,,261.58,604,4567,1022.7467,0,FLOW,54,38039.99,49,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/24/2019,0,486,,255.36,470,4505,1006.1933,0,FLOW,54,38295.35,50,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/25/2019,0,476,,232.44,459,4366,960.1067,0,FLOW,55.75,38527.79,51,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/26/2019,0,448,,247.02,619,4382,977.3533,0,FLOW,56.25,38774.81,52,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/27/2019,0,455,,249.83,732,4342,973.4967,0,FLOW,56,39024.64,53,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/28/2019,0,443,,224.83,744,4471,969.9967,0,FLOW,56,39249.47,54,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/29/2019,0,424,,216.51,704,4225,920.6767,0,FLOW,56,39465.98,55,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/30/2019,0,424,,235.92,608,3962,896.2533,0,FLOW,56,39701.9,56,UM,Pad1,5Z
FORAKER 1207 8UMH-11,5/31/2019,0,418,,208.17,619,4112,893.5033,0,FLOW,,39910.07,57,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/1/2019,0,411,,181.14,635,4048,855.8067,0,FLOW,,40091.21,58,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/2/2019,0,399,,194.36,620,4044,868.36,0,FLOW,,40285.57,59,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/3/2019,0,392,,194.37,515,3896,843.7033,0,FLOW,,40479.94,60,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/4/2019,0,392,,191.59,520,3851,833.4233,0,FLOW,,40671.53,61,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/5/2019,0,381,,179.1,417,3784,809.7667,0,FLOW,,40850.63,62,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/6/2019,0,382,,162.44,380,3782,792.7733,0,FLOW,,41013.07,63,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/7/2019,0,386,,173.55,372,3715,792.7167,0,FLOW,,41186.62,64,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/8/2019,0,366,,180.5,297,3562,774.1667,0,FLOW,,41367.12,65,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/9/2019,0,358,,175.62,355,3594,774.62,0,FLOW,,41542.74,66,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/10/2019,0,350,,152.72,348,3490,734.3867,0,FLOW,,41695.46,67,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/11/2019,0,349,,158.27,268,3535,747.4367,0,FLOW,,41853.73,68,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/12/2019,0,347,,153.42,169,3414,722.42,0,FLOW,,42007.15,69,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/13/2019,0,340,,158.27,111,3436,730.9367,0,FLOW,,42165.42,70,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/14/2019,0,337,,155.46,107,3358,715.1267,0,FLOW,,42320.88,71,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/15/2019,0,332,,149.88,97,3337,706.0467,0,FLOW,,42470.76,72,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/16/2019,0,353,,156.82,99,2779,619.9867,0,FLOW,,42627.58,73,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/17/2019,0,331,,149.24,112,3833,788.0733,0,FLOW,,42776.82,74,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/18/2019,0,326,,153.42,114,2944,644.0867,0,FLOW,,42930.24,75,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/19/2019,0,311,,109.68,95,3244,650.3467,0,FLOW,,43039.92,76,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/20/2019,0,325,,161.04,97,2895,643.54,0,FLOW,,43200.96,77,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/21/2019,0,316,,122.17,93,3340,678.8367,0,FLOW,,43323.13,78,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/22/2019,0,302,,161.75,140,3119,681.5833,0,FLOW,,43484.88,79,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/23/2019,0,301,,96.49,89,3575,692.3233,0,FLOW,,43581.37,80,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/24/2019,0,297,,122.18,79,2294,504.5133,0,FLOW,,43703.55,81,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/25/2019,0,293,,122.87,83,2981,619.7033,0,FLOW,,43826.42,82,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/26/2019,0,292,,120.08,77,3058,629.7467,0,FLOW,,43946.5,83,UM,Pad1,5Z
FORAKER 1207 8UMH-11,6/27/2019,0,283,,0,75,2831,471.8333,0,FLOW,,43946.5,84,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/1/2019,0,290,,105.47,80,2995,,,,,44051.97,88.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/2/2019,0,271,,102,83,2719,,,,,44153.97,89.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/3/2019,0,278,,102,76,2965,,,,,44255.97,90.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/4/2019,0,259,,88.86,64,2820,,,,,44344.83,91.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/5/2019,0,262,,110.38,68,2820,,,,,44455.21,92.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/6/2019,0,257,,94.38,65,3155,,,,,44549.59,93.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/7/2019,0,254,,84.65,63,2630,,,,,44634.24,94.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/8/2019,0,254,,93.68,57,2427,,,,,44727.92,95.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/9/2019,0,247,,77.02,61,2616,,,,,44804.94,96.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/10/2019,0,243,,97.14,55,2335,,,,,44902.08,97.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/11/2019,0,248,,108.3,54,2764,,,,,45010.38,98.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/12/2019,0,252,,100.65,55,2621,,,,,45111.03,99.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/13/2019,0,242,,84,47,2908,,,,,45195.03,100.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/14/2019,0,242,,67.33,45,2634,,,,,45262.36,101.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/15/2019,0,256,,81.19,48,1698,,,,,45343.55,102.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/16/2019,0,238,,88.13,57,2323,,,,,45431.68,103.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/17/2019,0,241,,74.97,55,2463,,,,,45506.65,104.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/18/2019,0,231,,89.55,46,2324,,,,,45596.2,105.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/19/2019,0,242,,83.3,49,2345,,,,,45679.5,106.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/20/2019,0,227,,74.29,43,2298,,,,,45753.79,107.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/21/2019,0,234,,72.2,41,2246,,,,,45825.99,108.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/22/2019,0,149,,113.84,46,2254,,,,,45939.83,109.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/23/2019,0,156.43,,2.09,45,2579,,,,,45941.92,110.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/24/2019,0,249.66,,82.6,13.91,2182.44,,,,,46024.52,111.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/25/2019,0,251.01,,57.62,7.58,2025.61,,,,,46082.14,112.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/26/2019,0,226.59,,68.04,35.63,2087.53,,,,,46150.18,113.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/27/2019,0,205.12,,82.61,55.25,2141.08,,,,,46232.79,114.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/28/2019,0,204.16,,85.38,64.68,2194.02,,,,,46318.17,115.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/29/2019,0,188.03,,74.96,52.88,2172.65,,,,,46393.13,116.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/30/2019,0,193.29,,70.82,50.9,2136.85,,,,,46463.95,117.00,UM,Pad1,5Z
FORAKER 1207 8UMH-11,7/31/2019,0,195.84,,76.36,51.54,2120.17,,,,,46540.31,118.00,UM,Pad1,5Z
FORAKER 1207 9LMH-11,4/6/2019,718,1096,,327.41,424,114,346.41,0,FLOW,25.41666667,327.41,1,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/7/2019,1615,1075,4194,513.29,1680,691,628.4567,0,FLOW,27.66666667,840.7,2,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/8/2019,1503,999,3956,611.07,1982,1047,785.57,0,FLOW,32.33333333,1451.77,3,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/9/2019,1334,873,3662,781.05,1974,1362,1008.05,0,FLOW,37.91666667,2232.82,4,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/10/2019,1230,806,3468,911.47,2095,1704,1195.47,0,FLOW,39.91666667,3144.29,5,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/11/2019,1175,706,3270,978.77,2231,1918,1298.4367,0,FLOW,42.91666667,4123.06,6,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/12/2019,1192,648,3089,1056.17,2166,2037,1395.67,0,FLOW,44.91666667,5179.23,7,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/13/2019,1195,633,2924,1025.08,2198,2175,1387.58,0,FLOW,46,6204.31,8,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/14/2019,1195,628,2774,841.38,1837,2362,1235.0467,0,FLOW,47.91666667,7045.69,9,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/15/2019,1198,594,2630,1068.33,1990,2606,1502.6633,0,FLOW,48,8114.02,10,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/16/2019,1186,641,2571,976.07,2468,2315,1361.9033,0,FLOW,48,9090.09,11,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/17/2019,1183,635,2476,678.61,2560,2512,1097.2767,0,FLOW,48,9768.7,12,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/18/2019,1151,616,2388,804.58,2492,2567,1232.4133,0,FLOW,49.83333333,10573.28,13,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/19/2019,1131,587,2282,757.86,2362,2792,1223.1933,0,FLOW,50,11331.14,14,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/20/2019,1127,582,2201,733.83,2302,2855,1209.6633,0,FLOW,50,12064.97,15,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/21/2019,1130,569,2132,667.95,2236,2928,1155.95,0,FLOW,51.75,12732.92,16,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/22/2019,1134,548,2066,661,1556,2980,1157.6667,0,FLOW,52,13393.92,17,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/23/2019,1134,546,1994,620.11,1750,3124,1140.7767,0,FLOW,52,14014.03,18,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/24/2019,1109,539,1934,587.53,1883,3122,1107.8633,0,FLOW,52,14601.56,19,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/25/2019,1109,530,1876,568.76,1818,3204,1102.76,0,FLOW,52,15170.32,20,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/26/2019,1102,526,1819,546.57,1720,3210,1081.57,0,FLOW,52,15716.89,21,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/27/2019,1109,517,1770,497.34,1627,3223,1034.5067,0,FLOW,52,16214.23,22,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/28/2019,1106,508,1720,526.51,1563,3285,1074.01,0,FLOW,52,16740.74,23,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/29/2019,1092,488,1675,474.48,1380,3225,1011.98,0,FLOW,52,17215.22,24,LM,Pad1,6Z
FORAKER 1207 9LMH-11,4/30/2019,1091,486,1633,461.99,1309,3232,1000.6567,0,FLOW,52,17677.21,25,LM,Pad1,6Z
FORAKER 1207 9LMH-11,5/1/2019,1094,491,1590,425.93,1217,3275,971.7633,0,FLOW,52,18103.14,26,LM,Pad1,6Z
