,,LEASE,PERIOD,GROSS OIL,GROSS GAS,GROSS WTR
Foraker 1207 #8UMH-11,2,FORAKER 1207 8UMH-11,2019-04-07,1220.15,1519.0,1035.0
Foraker 1207 #8UMH-11,3,FORAKER 1207 8UMH-11,2019-04-08,1447.05,1830.0,1234.0
Foraker 1207 #8UMH-11,4,FORAKER 1207 8UMH-11,2019-04-09,1367.3,1993.0,1220.0
Foraker 1207 #8UMH-11,5,FORAKER 1207 8UMH-11,2019-04-10,1406.73,2067.0,1060.0
Foraker 1207 #8UMH-11,6,FORAKER 1207 8UMH-11,2019-04-11,1437.39,2172.0,982.0
Foraker 1207 #8UMH-11,7,FORAKER 1207 8UMH-11,2019-04-12,1749.6,2210.0,892.0
Foraker 1207 #8UMH-11,8,FORAKER 1207 8UMH-11,2019-04-13,1971.92,2978.0,1054.0
Foraker 1207 #8UMH-11,9,FORAKER 1207 8UMH-11,2019-04-14,1488.45,3520.0,2618.0
Foraker 1207 #8UMH-11,10,FORAKER 1207 8UMH-11,2019-04-15,1580.06,3303.0,1719.0
Foraker 1207 #8UMH-11,11,FORAKER 1207 8UMH-11,2019-04-16,1533.7,3993.0,1235.0
Foraker 1207 #8UMH-11,12,FORAKER 1207 8UMH-11,2019-04-17,1176.23,4007.0,1318.0
Foraker 1207 #8UMH-11,13,FORAKER 1207 8UMH-11,2019-04-18,1253.68,4345.0,1111.0
Foraker 1207 #8UMH-11,14,FORAKER 1207 8UMH-11,2019-04-19,1117.64,4638.0,940.0
Foraker 1207 #8UMH-11,15,FORAKER 1207 8UMH-11,2019-04-20,1068.95,4526.0,814.0
Foraker 1207 #8UMH-11,16,FORAKER 1207 8UMH-11,2019-04-21,976.02,4488.0,760.0
Foraker 1207 #8UMH-11,17,FORAKER 1207 8UMH-11,2019-04-22,934.36,4572.0,652.0
Foraker 1207 #8UMH-11,18,FORAKER 1207 8UMH-11,2019-04-23,1070.97,4610.0,1495.0
Foraker 1207 #8UMH-11,19,FORAKER 1207 8UMH-11,2019-04-24,847.94,4747.0,1669.0
Foraker 1207 #8UMH-11,20,FORAKER 1207 8UMH-11,2019-04-25,820.19,4997.0,1445.0
Foraker 1207 #8UMH-11,21,FORAKER 1207 8UMH-11,2019-04-26,754.26,5123.0,1201.0
Foraker 1207 #8UMH-11,22,FORAKER 1207 8UMH-11,2019-04-27,695.99,5128.0,1047.0
Foraker 1207 #8UMH-11,23,FORAKER 1207 8UMH-11,2019-04-28,639.06,5161.0,997.0
Foraker 1207 #8UMH-11,24,FORAKER 1207 8UMH-11,2019-04-29,649.48,4934.0,894.0
Foraker 1207 #8UMH-11,25,FORAKER 1207 8UMH-11,2019-04-30,609.24,4866.0,762.0
Foraker 1207 #8UMH-11,26,FORAKER 1207 8UMH-11,2019-05-01,574.55,4975.0,720.0
Foraker 1207 #8UMH-11,27,FORAKER 1207 8UMH-11,2019-05-02,556.49,4861.0,685.0
Foraker 1207 #8UMH-11,28,FORAKER 1207 8UMH-11,2019-05-03,516.26,4942.0,572.0
Foraker 1207 #8UMH-11,29,FORAKER 1207 8UMH-11,2019-05-04,512.1,4871.0,478.0
Foraker 1207 #8UMH-11,30,FORAKER 1207 8UMH-11,2019-05-05,481.57,4850.0,433.0
Foraker 1207 #8UMH-11,31,FORAKER 1207 8UMH-11,2019-05-06,448.25,4852.0,441.0
Foraker 1207 #8UMH-11,32,FORAKER 1207 8UMH-11,2019-05-07,449.65,4719.0,378.0
Foraker 1207 #8UMH-11,33,FORAKER 1207 8UMH-11,2019-05-08,418.6,4679.0,414.0
Foraker 1207 #8UMH-11,34,FORAKER 1207 8UMH-11,2019-05-09,391.44,4773.0,432.0
Foraker 1207 #8UMH-11,35,FORAKER 1207 8UMH-11,2019-05-10,376.79,4399.0,463.0
Foraker 1207 #8UMH-11,36,FORAKER 1207 8UMH-11,2019-05-11,384.42,4218.0,446.0
Foraker 1207 #8UMH-11,37,FORAKER 1207 8UMH-11,2019-05-12,378.18,4431.0,528.0
Foraker 1207 #8UMH-11,38,FORAKER 1207 8UMH-11,2019-05-13,358.06,4770.0,469.0
Foraker 1207 #8UMH-11,39,FORAKER 1207 8UMH-11,2019-05-14,346.94,4713.0,459.0
Foraker 1207 #8UMH-11,40,FORAKER 1207 8UMH-11,2019-05-15,335.84,4781.0,854.0
Foraker 1207 #8UMH-11,41,FORAKER 1207 8UMH-11,2019-05-16,308.08,4641.0,863.0
Foraker 1207 #8UMH-11,42,FORAKER 1207 8UMH-11,2019-05-17,308.08,4451.0,783.0
Foraker 1207 #8UMH-11,43,FORAKER 1207 8UMH-11,2019-05-18,309.49,4356.0,595.0
Foraker 1207 #8UMH-11,44,FORAKER 1207 8UMH-11,2019-05-19,288.64,4433.0,552.0
Foraker 1207 #8UMH-11,45,FORAKER 1207 8UMH-11,2019-05-20,290.05,4543.0,591.0
Foraker 1207 #8UMH-11,46,FORAKER 1207 8UMH-11,2019-05-21,274.78,4452.0,716.0
Foraker 1207 #8UMH-11,47,FORAKER 1207 8UMH-11,2019-05-22,277.56,4493.0,491.0
Foraker 1207 #8UMH-11,48,FORAKER 1207 8UMH-11,2019-05-23,261.58,4567.0,604.0
Foraker 1207 #8UMH-11,49,FORAKER 1207 8UMH-11,2019-05-24,255.36,4505.0,470.0
Foraker 1207 #8UMH-11,50,FORAKER 1207 8UMH-11,2019-05-25,232.44,4366.0,459.0
Foraker 1207 #8UMH-11,51,FORAKER 1207 8UMH-11,2019-05-26,247.02,4382.0,619.0
Foraker 1207 #8UMH-11,52,FORAKER 1207 8UMH-11,2019-05-27,249.83,4342.0,732.0
Foraker 1207 #8UMH-11,53,FORAKER 1207 8UMH-11,2019-05-28,224.83,4471.0,744.0
Foraker 1207 #8UMH-11,54,FORAKER 1207 8UMH-11,2019-05-29,216.51,4225.0,704.0
Foraker 1207 #8UMH-11,55,FORAKER 1207 8UMH-11,2019-05-30,235.92,3962.0,608.0
Foraker 1207 #8UMH-11,56,FORAKER 1207 8UMH-11,2019-05-31,208.17,4112.0,619.0
Foraker 1207 #8UMH-11,57,FORAKER 1207 8UMH-11,2019-06-01,181.14,4048.0,635.0
Foraker 1207 #8UMH-11,58,FORAKER 1207 8UMH-11,2019-06-02,194.36,4044.0,620.0
Foraker 1207 #8UMH-11,59,FORAKER 1207 8UMH-11,2019-06-03,194.37,3896.0,515.0
Foraker 1207 #8UMH-11,60,FORAKER 1207 8UMH-11,2019-06-04,191.59,3851.0,520.0
Foraker 1207 #8UMH-11,61,FORAKER 1207 8UMH-11,2019-06-05,179.1,3784.0,417.0
Foraker 1207 #8UMH-11,62,FORAKER 1207 8UMH-11,2019-06-06,162.44,3782.0,380.0
Foraker 1207 #8UMH-11,63,FORAKER 1207 8UMH-11,2019-06-07,173.55,3715.0,372.0
Foraker 1207 #8UMH-11,64,FORAKER 1207 8UMH-11,2019-06-08,180.5,3562.0,297.0
Foraker 1207 #8UMH-11,65,FORAKER 1207 8UMH-11,2019-06-09,175.62,3594.0,355.0
Foraker 1207 #8UMH-11,66,FORAKER 1207 8UMH-11,2019-06-10,152.72,3490.0,348.0
Foraker 1207 #8UMH-11,67,FORAKER 1207 8UMH-11,2019-06-11,158.27,3535.0,268.0
Foraker 1207 #8UMH-11,68,FORAKER 1207 8UMH-11,2019-06-12,153.42,3414.0,169.0
Foraker 1207 #8UMH-11,69,FORAKER 1207 8UMH-11,2019-06-13,158.27,3436.0,111.0
Foraker 1207 #8UMH-11,70,FORAKER 1207 8UMH-11,2019-06-14,155.46,3358.0,107.0
Foraker 1207 #8UMH-11,71,FORAKER 1207 8UMH-11,2019-06-15,149.88,3337.0,97.0
Foraker 1207 #8UMH-11,72,FORAKER 1207 8UMH-11,2019-06-16,156.82,2779.0,99.0
Foraker 1207 #8UMH-11,73,FORAKER 1207 8UMH-11,2019-06-17,149.24,3833.0,112.0
Foraker 1207 #8UMH-11,74,FORAKER 1207 8UMH-11,2019-06-18,153.42,2944.0,114.0
Foraker 1207 #8UMH-11,75,FORAKER 1207 8UMH-11,2019-06-19,109.68,3244.0,95.0
Foraker 1207 #8UMH-11,76,FORAKER 1207 8UMH-11,2019-06-20,161.04,2895.0,97.0
Foraker 1207 #8UMH-11,77,FORAKER 1207 8UMH-11,2019-06-21,122.17,3340.0,93.0
Foraker 1207 #8UMH-11,78,FORAKER 1207 8UMH-11,2019-06-22,161.75,3119.0,140.0
Foraker 1207 #8UMH-11,79,FORAKER 1207 8UMH-11,2019-06-23,96.49,3575.0,89.0
Foraker 1207 #8UMH-11,80,FORAKER 1207 8UMH-11,2019-06-24,122.18,2294.0,79.0
Foraker 1207 #8UMH-11,81,FORAKER 1207 8UMH-11,2019-06-25,122.87,2981.0,83.0
Foraker 1207 #8UMH-11,82,FORAKER 1207 8UMH-11,2019-06-26,120.08,3058.0,77.0
Foraker 1207 #8UMH-11,83,FORAKER 1207 8UMH-11,2019-06-27,0.0,2831.0,75.0
Foraker 1207 #8UMH-11,84,FORAKER 1207 8UMH-11,2019-07-01,105.47,2995.0,80.0
Foraker 1207 #8UMH-11,85,FORAKER 1207 8UMH-11,2019-07-02,102.0,2719.0,83.0
Foraker 1207 #8UMH-11,86,FORAKER 1207 8UMH-11,2019-07-03,102.0,2965.0,76.0
Foraker 1207 #8UMH-11,87,FORAKER 1207 8UMH-11,2019-07-04,88.86,2820.0,64.0
Foraker 1207 #8UMH-11,88,FORAKER 1207 8UMH-11,2019-07-05,110.38,2820.0,68.0
Foraker 1207 #8UMH-11,89,FORAKER 1207 8UMH-11,2019-07-06,94.38,3155.0,65.0
Foraker 1207 #8UMH-11,90,FORAKER 1207 8UMH-11,2019-07-07,84.65,2630.0,63.0
Foraker 1207 #8UMH-11,91,FORAKER 1207 8UMH-11,2019-07-08,93.68,2427.0,57.0
Foraker 1207 #8UMH-11,92,FORAKER 1207 8UMH-11,2019-07-09,77.02,2616.0,61.0
Foraker 1207 #8UMH-11,93,FORAKER 1207 8UMH-11,2019-07-10,97.14,2335.0,55.0
Foraker 1207 #8UMH-11,94,FORAKER 1207 8UMH-11,2019-07-11,108.3,2764.0,54.0
Foraker 1207 #8UMH-11,95,FORAKER 1207 8UMH-11,2019-07-12,100.65,2621.0,55.0
Foraker 1207 #8UMH-11,96,FORAKER 1207 8UMH-11,2019-07-13,84.0,2908.0,47.0
Foraker 1207 #8UMH-11,97,FORAKER 1207 8UMH-11,2019-07-14,67.33,2634.0,45.0
Foraker 1207 #8UMH-11,98,FORAKER 1207 8UMH-11,2019-07-15,81.19,1698.0,48.0
Foraker 1207 #8UMH-11,99,FORAKER 1207 8UMH-11,2019-07-16,88.13,2323.0,57.0
Foraker 1207 #8UMH-11,100,FORAKER 1207 8UMH-11,2019-07-17,74.97,2463.0,55.0
Foraker 1207 #8UMH-11,101,FORAKER 1207 8UMH-11,2019-07-18,89.55,2324.0,46.0
Foraker 1207 #8UMH-11,102,FORAKER 1207 8UMH-11,2019-07-19,83.3,2345.0,49.0
Foraker 1207 #8UMH-11,103,FORAKER 1207 8UMH-11,2019-07-20,74.29,2298.0,43.0
Foraker 1207 #8UMH-11,104,FORAKER 1207 8UMH-11,2019-07-21,72.2,2246.0,41.0
Foraker 1207 #8UMH-11,105,FORAKER 1207 8UMH-11,2019-07-22,113.84,2254.0,46.0
Foraker 1207 #8UMH-11,106,FORAKER 1207 8UMH-11,2019-07-23,2.09,2579.0,45.0
Foraker 1207 #8UMH-11,107,FORAKER 1207 8UMH-11,2019-07-24,82.6,2182.44,13.91
Foraker 1207 #8UMH-11,108,FORAKER 1207 8UMH-11,2019-07-25,57.62,2025.61,7.58
Foraker 1207 #8UMH-11,109,FORAKER 1207 8UMH-11,2019-07-26,68.04,2087.53,35.63
Foraker 1207 #8UMH-11,110,FORAKER 1207 8UMH-11,2019-07-27,82.61,2141.08,55.25
Foraker 1207 #8UMH-11,111,FORAKER 1207 8UMH-11,2019-07-28,85.38,2194.02,64.68
Foraker 1207 #8UMH-11,112,FORAKER 1207 8UMH-11,2019-07-29,74.96,2172.65,52.88
Foraker 1207 #8UMH-11,113,FORAKER 1207 8UMH-11,2019-07-30,70.82,2136.85,50.9
Foraker 1207 #8UMH-11,114,FORAKER 1207 8UMH-11,2019-07-31,76.36,2120.17,51.54
Foraker 1207 #8UMH-11,115,,,,,
Foraker 1207 #8UMH-11,116,,,,,
Foraker 1207 #8UMH-11,117,,,,,
Foraker 1207 #8UMH-11,118,,,,,
Foraker 1207 #8UMH-11,119,,,,,
Foraker 1207 #8UMH-11,120,,,,,
Foraker 1207 #8UMH-11,121,,,,,
Foraker 1207 #8UMH-11,122,,,,,
Foraker 1207 #8UMH-11,123,,,,,
Foraker 1207 #8UMH-11,124,,,,,
Foraker 1207 #8UMH-11,125,,,,,
Foraker 1207 #8UMH-11,126,,,,,
Foraker 1207 #8UMH-11,127,,,,,
Foraker 1207 #8UMH-11,128,,,,,
Foraker 1207 #8UMH-11,129,,,,,
Foraker 1207 #8UMH-11,130,,,,,
Foraker 1207 #8UMH-11,131,,,,,
Foraker 1207 #8UMH-11,132,,,,,
Foraker 1207 #8UMH-11,133,,,,,
Foraker 1207 #8UMH-11,134,,,,,
Foraker 1207 #8UMH-11,135,,,,,
Foraker 1207 #8UMH-11,136,,,,,
Foraker 1207 #8UMH-11,137,,,,,
Foraker 1207 #8UMH-11,138,,,,,
Foraker 1207 #8UMH-11,139,,,,,
Foraker 1207 #8UMH-11,140,,,,,
Foraker 1207 #8UMH-11,141,,,,,
Foraker 1207 #8UMH-11,142,,,,,
Foraker 1207 #8UMH-11,143,,,,,
Foraker 1207 #8UMH-11,144,,,,,
Foraker 1207 #8UMH-11,145,,,,,
Foraker 1207 #8UMH-11,146,,,,,
Foraker 1207 #8UMH-11,147,,,,,
Foraker 1207 #8UMH-11,148,,,,,
Foraker 1207 #8UMH-11,149,,,,,
Foraker 1207 #8UMH-11,150,,,,,
Foraker 1207 #8UMH-11,151,,,,,
Foraker 1207 #9LMH-11,0,FORAKER 1207 9LMH-11,2019-04-06,327.41,114.0,424.0
Foraker 1207 #9LMH-11,1,FORAKER 1207 9LMH-11,2019-04-07,513.29,691.0,1680.0
Foraker 1207 #9LMH-11,2,FORAKER 1207 9LMH-11,2019-04-08,611.07,1047.0,1982.0
Foraker 1207 #9LMH-11,3,FORAKER 1207 9LMH-11,2019-04-09,781.05,1362.0,1974.0
Foraker 1207 #9LMH-11,4,FORAKER 1207 9LMH-11,2019-04-10,911.47,1704.0,2095.0
Foraker 1207 #9LMH-11,5,FORAKER 1207 9LMH-11,2019-04-11,978.77,1918.0,2231.0
Foraker 1207 #9LMH-11,6,FORAKER 1207 9LMH-11,2019-04-12,1056.17,2037.0,2166.0
Foraker 1207 #9LMH-11,7,FORAKER 1207 9LMH-11,2019-04-13,1025.08,2175.0,2198.0
Foraker 1207 #9LMH-11,8,FORAKER 1207 9LMH-11,2019-04-14,841.38,2362.0,1837.0
Foraker 1207 #9LMH-11,9,FORAKER 1207 9LMH-11,2019-04-15,1068.33,2606.0,1990.0
Foraker 1207 #9LMH-11,10,FORAKER 1207 9LMH-11,2019-04-16,976.07,2315.0,2468.0
Foraker 1207 #9LMH-11,11,FORAKER 1207 9LMH-11,2019-04-17,678.61,2512.0,2560.0
Foraker 1207 #9LMH-11,12,FORAKER 1207 9LMH-11,2019-04-18,804.58,2567.0,2492.0
Foraker 1207 #9LMH-11,13,FORAKER 1207 9LMH-11,2019-04-19,757.86,2792.0,2362.0
Foraker 1207 #9LMH-11,14,FORAKER 1207 9LMH-11,2019-04-20,733.83,2855.0,2302.0
Foraker 1207 #9LMH-11,15,FORAKER 1207 9LMH-11,2019-04-21,667.95,2928.0,2236.0
Foraker 1207 #9LMH-11,16,FORAKER 1207 9LMH-11,2019-04-22,661.0,2980.0,1556.0
Foraker 1207 #9LMH-11,17,FORAKER 1207 9LMH-11,2019-04-23,620.11,3124.0,1750.0
Foraker 1207 #9LMH-11,18,FORAKER 1207 9LMH-11,2019-04-24,587.53,3122.0,1883.0
Foraker 1207 #9LMH-11,19,FORAKER 1207 9LMH-11,2019-04-25,568.76,3204.0,1818.0
Foraker 1207 #9LMH-11,20,FORAKER 1207 9LMH-11,2019-04-26,546.57,3210.0,1720.0
Foraker 1207 #9LMH-11,21,FORAKER 1207 9LMH-11,2019-04-27,497.34,3223.0,1627.0
Foraker 1207 #9LMH-11,22,FORAKER 1207 9LMH-11,2019-04-28,526.51,3285.0,1563.0
Foraker 1207 #9LMH-11,23,FORAKER 1207 9LMH-11,2019-04-29,474.48,3225.0,1380.0
Foraker 1207 #9LMH-11,24,FORAKER 1207 9LMH-11,2019-04-30,461.99,3232.0,1309.0
Foraker 1207 #9LMH-11,25,FORAKER 1207 9LMH-11,2019-05-01,425.93,3275.0,1217.0
Foraker 1207 #9LMH-11,26,FORAKER 1207 9LMH-11,2019-05-02,425.92,3248.0,1170.0
Foraker 1207 #9LMH-11,27,FORAKER 1207 9LMH-11,2019-05-03,413.43,3358.0,941.0
Foraker 1207 #9LMH-11,28,FORAKER 1207 9LMH-11,2019-05-04,402.33,3238.0,790.0
Foraker 1207 #9LMH-11,29,FORAKER 1207 9LMH-11,2019-05-05,378.75,3281.0,772.0
Foraker 1207 #9LMH-11,30,FORAKER 1207 9LMH-11,2019-05-06,357.24,3290.0,690.0
Foraker 1207 #9LMH-11,31,FORAKER 1207 9LMH-11,2019-05-07,352.4,3217.0,651.0
Foraker 1207 #9LMH-11,32,FORAKER 1207 9LMH-11,2019-05-08,350.99,3206.0,421.0
Foraker 1207 #9LMH-11,33,FORAKER 1207 9LMH-11,2019-05-09,332.97,3304.0,548.0
Foraker 1207 #9LMH-11,34,FORAKER 1207 9LMH-11,2019-05-10,319.78,3185.0,477.0
Foraker 1207 #9LMH-11,35,FORAKER 1207 9LMH-11,2019-05-11,339.91,3092.0,457.0
Foraker 1207 #9LMH-11,36,FORAKER 1207 9LMH-11,2019-05-12,284.4,3114.0,475.0
Foraker 1207 #9LMH-11,37,FORAKER 1207 9LMH-11,2019-05-13,279.54,3121.0,470.0
Foraker 1207 #9LMH-11,38,FORAKER 1207 9LMH-11,2019-05-14,283.74,3048.0,423.0
Foraker 1207 #9LMH-11,39,FORAKER 1207 9LMH-11,2019-05-15,267.07,3074.0,399.0
Foraker 1207 #9LMH-11,40,FORAKER 1207 9LMH-11,2019-05-16,259.44,3036.0,374.0
Foraker 1207 #9LMH-11,41,FORAKER 1207 9LMH-11,2019-05-17,253.88,2979.0,383.0
Foraker 1207 #9LMH-11,42,FORAKER 1207 9LMH-11,2019-05-18,252.51,2950.0,353.0
Foraker 1207 #9LMH-11,43,FORAKER 1207 9LMH-11,2019-05-19,241.4,2916.0,340.0
Foraker 1207 #9LMH-11,44,FORAKER 1207 9LMH-11,2019-05-20,226.14,2873.0,306.0
Foraker 1207 #9LMH-11,45,FORAKER 1207 9LMH-11,2019-05-21,222.67,2749.0,336.0
Foraker 1207 #9LMH-11,46,FORAKER 1207 9LMH-11,2019-05-22,214.35,2801.0,315.0
Foraker 1207 #9LMH-11,47,FORAKER 1207 9LMH-11,2019-05-23,212.26,2804.0,309.0
Foraker 1207 #9LMH-11,48,FORAKER 1207 9LMH-11,2019-05-24,208.11,2753.0,289.0
Foraker 1207 #9LMH-11,49,FORAKER 1207 9LMH-11,2019-05-25,180.35,2677.0,291.0
Foraker 1207 #9LMH-11,50,FORAKER 1207 9LMH-11,2019-05-26,199.76,2675.0,270.0
Foraker 1207 #9LMH-11,51,FORAKER 1207 9LMH-11,2019-05-27,198.39,2616.0,256.0
Foraker 1207 #9LMH-11,52,FORAKER 1207 9LMH-11,2019-05-28,173.42,2687.0,266.0
Foraker 1207 #9LMH-11,53,FORAKER 1207 9LMH-11,2019-05-29,181.74,2542.0,254.0
Foraker 1207 #9LMH-11,54,FORAKER 1207 9LMH-11,2019-05-30,191.47,2385.0,235.0
Foraker 1207 #9LMH-11,55,FORAKER 1207 9LMH-11,2019-05-31,184.52,2477.0,236.0
Foraker 1207 #9LMH-11,56,FORAKER 1207 9LMH-11,2019-06-01,176.18,2650.0,242.0
Foraker 1207 #9LMH-11,57,FORAKER 1207 9LMH-11,2019-06-02,169.24,2685.0,284.0
Foraker 1207 #9LMH-11,58,FORAKER 1207 9LMH-11,2019-06-03,172.01,2596.0,275.0
Foraker 1207 #9LMH-11,59,FORAKER 1207 9LMH-11,2019-06-04,183.12,2568.0,263.0
Foraker 1207 #9LMH-11,60,FORAKER 1207 9LMH-11,2019-06-05,155.37,2534.0,234.0
Foraker 1207 #9LMH-11,61,FORAKER 1207 9LMH-11,2019-06-06,144.27,2510.0,219.0
Foraker 1207 #9LMH-11,62,FORAKER 1207 9LMH-11,2019-06-07,130.4,2500.0,228.0
Foraker 1207 #9LMH-11,63,FORAKER 1207 9LMH-11,2019-06-08,158.85,2331.0,213.0
Foraker 1207 #9LMH-11,64,FORAKER 1207 9LMH-11,2019-06-09,135.96,2395.0,217.0
Foraker 1207 #9LMH-11,65,FORAKER 1207 9LMH-11,2019-06-10,155.39,2336.0,209.0
Foraker 1207 #9LMH-11,66,FORAKER 1207 9LMH-11,2019-06-11,135.26,2347.0,200.0
Foraker 1207 #9LMH-11,67,FORAKER 1207 9LMH-11,2019-06-12,130.4,2257.0,221.0
Foraker 1207 #9LMH-11,68,FORAKER 1207 9LMH-11,2019-06-13,126.93,2263.0,213.0
Foraker 1207 #9LMH-11,69,FORAKER 1207 9LMH-11,2019-06-14,127.64,2212.0,195.0
Foraker 1207 #9LMH-11,70,FORAKER 1207 9LMH-11,2019-06-15,111.68,2184.0,193.0
Foraker 1207 #9LMH-11,71,FORAKER 1207 9LMH-11,2019-06-16,147.76,2139.0,196.0
Foraker 1207 #9LMH-11,72,FORAKER 1207 9LMH-11,2019-06-17,122.78,2466.0,172.0
Foraker 1207 #9LMH-11,73,FORAKER 1207 9LMH-11,2019-06-18,119.32,1908.0,265.0
Foraker 1207 #9LMH-11,74,FORAKER 1207 9LMH-11,2019-06-19,105.43,2106.0,258.0
Foraker 1207 #9LMH-11,75,FORAKER 1207 9LMH-11,2019-06-20,121.39,1875.0,215.0
Foraker 1207 #9LMH-11,76,FORAKER 1207 9LMH-11,2019-06-21,116.52,2167.0,272.0
Foraker 1207 #9LMH-11,77,FORAKER 1207 9LMH-11,2019-06-22,131.78,2082.0,235.0
Foraker 1207 #9LMH-11,78,FORAKER 1207 9LMH-11,2019-06-23,93.64,2323.0,222.0
Foraker 1207 #9LMH-11,79,FORAKER 1207 9LMH-11,2019-06-24,105.43,1502.0,212.0
Foraker 1207 #9LMH-11,80,FORAKER 1207 9LMH-11,2019-06-25,157.44,1941.0,210.0
Foraker 1207 #9LMH-11,81,FORAKER 1207 9LMH-11,2019-06-26,103.35,1993.0,205.0
Foraker 1207 #9LMH-11,82,FORAKER 1207 9LMH-11,2019-06-27,0.0,1866.0,187.0
Foraker 1207 #9LMH-11,83,FORAKER 1207 9LMH-11,2019-07-01,51.33,1838.0,152.0
Foraker 1207 #9LMH-11,84,FORAKER 1207 9LMH-11,2019-07-02,100.57,1639.0,170.0
Foraker 1207 #9LMH-11,85,FORAKER 1207 9LMH-11,2019-07-03,90.87,1948.0,171.0
Foraker 1207 #9LMH-11,86,FORAKER 1207 9LMH-11,2019-07-04,94.33,1844.0,174.0
Foraker 1207 #9LMH-11,87,FORAKER 1207 9LMH-11,2019-07-05,105.44,1821.0,165.0
Foraker 1207 #9LMH-11,88,FORAKER 1207 9LMH-11,2019-07-06,90.17,2071.0,162.0
Foraker 1207 #9LMH-11,89,FORAKER 1207 9LMH-11,2019-07-07,78.38,1731.0,160.0
Foraker 1207 #9LMH-11,90,FORAKER 1207 9LMH-11,2019-07-08,89.47,1601.0,156.0
Foraker 1207 #9LMH-11,91,FORAKER 1207 9LMH-11,2019-07-09,109.62,1731.0,149.0
Foraker 1207 #9LMH-11,92,FORAKER 1207 9LMH-11,2019-07-10,83.24,1542.0,144.0
Foraker 1207 #9LMH-11,93,FORAKER 1207 9LMH-11,2019-07-11,110.99,1837.0,145.0
Foraker 1207 #9LMH-11,94,FORAKER 1207 9LMH-11,2019-07-12,97.81,1750.0,150.0
Foraker 1207 #9LMH-11,95,FORAKER 1207 9LMH-11,2019-07-13,86.01,1951.0,154.0
Foraker 1207 #9LMH-11,96,FORAKER 1207 9LMH-11,2019-07-14,58.27,1783.0,156.0
Foraker 1207 #9LMH-11,97,FORAKER 1207 9LMH-11,2019-07-15,78.39,1143.0,156.0
Foraker 1207 #9LMH-11,98,FORAKER 1207 9LMH-11,2019-07-16,82.55,1545.0,164.0
Foraker 1207 #9LMH-11,99,FORAKER 1207 9LMH-11,2019-07-17,67.98,1633.0,194.0
Foraker 1207 #9LMH-11,100,FORAKER 1207 9LMH-11,2019-07-18,85.33,1553.0,184.0
Foraker 1207 #9LMH-11,101,FORAKER 1207 9LMH-11,2019-07-19,85.32,1572.0,179.0
Foraker 1207 #9LMH-11,102,FORAKER 1207 9LMH-11,2019-07-20,79.77,1569.0,191.0
Foraker 1207 #9LMH-11,103,FORAKER 1207 9LMH-11,2019-07-21,64.52,1560.0,179.0
Foraker 1207 #9LMH-11,104,FORAKER 1207 9LMH-11,2019-07-22,20.81,1545.0,180.0
Foraker 1207 #9LMH-11,105,FORAKER 1207 9LMH-11,2019-07-23,43.7,1476.0,179.2
Foraker 1207 #9LMH-11,106,FORAKER 1207 9LMH-11,2019-07-24,79.77,1525.39,21.13
Foraker 1207 #9LMH-11,107,FORAKER 1207 9LMH-11,2019-07-25,76.3,1508.74,450.04
Foraker 1207 #9LMH-11,108,FORAKER 1207 9LMH-11,2019-07-26,79.78,1502.79,615.99
Foraker 1207 #9LMH-11,109,FORAKER 1207 9LMH-11,2019-07-27,69.37,1500.04,180.0
Foraker 1207 #9LMH-11,110,FORAKER 1207 9LMH-11,2019-07-28,71.44,1481.72,424.42
Foraker 1207 #9LMH-11,111,FORAKER 1207 9LMH-11,2019-07-29,74.93,1470.29,418.15
Foraker 1207 #9LMH-11,112,FORAKER 1207 9LMH-11,2019-07-30,62.43,1431.73,374.9
Foraker 1207 #9LMH-11,113,FORAKER 1207 9LMH-11,2019-07-31,70.75,1436.29,305.13
Foraker 1207 #9LMH-11,114,,,,,
Foraker 1207 #9LMH-11,115,,,,,
Foraker 1207 #9LMH-11,116,,,,,
Foraker 1207 #9LMH-11,117,,,,,
Foraker 1207 #9LMH-11,118,,,,,
Foraker 1207 #9LMH-11,119,,,,,
Foraker 1207 #9LMH-11,120,,,,,
Foraker 1207 #9LMH-11,121,,,,,
Foraker 1207 #9LMH-11,122,,,,,
Foraker 1207 #9LMH-11,123,,,,,
Foraker 1207 #9LMH-11,124,,,,,
Foraker 1207 #9LMH-11,125,,,,,
Foraker 1207 #9LMH-11,126,,,,,
Foraker 1207 #9LMH-11,127,,,,,
Foraker 1207 #9LMH-11,128,,,,,
Foraker 1207 #9LMH-11,129,,,,,
Foraker 1207 #9LMH-11,130,,,,,
Foraker 1207 #9LMH-11,131,,,,,
Foraker 1207 #9LMH-11,132,,,,,
Foraker 1207 #9LMH-11,133,,,,,
Foraker 1207 #9LMH-11,134,,,,,
Foraker 1207 #9LMH-11,135,,,,,
Foraker 1207 #9LMH-11,136,,,,,
Foraker 1207 #9LMH-11,137,,,,,
Foraker 1207 #9LMH-11,138,,,,,
Foraker 1207 #9LMH-11,139,,,,,
Foraker 1207 #9LMH-11,140,,,,,
Foraker 1207 #9LMH-11,141,,,,,
Foraker 1207 #9LMH-11,142,,,,,
Foraker 1207 #9LMH-11,143,,,,,
Foraker 1207 #9LMH-11,144,,,,,
Foraker 1207 #9LMH-11,145,,,,,
Foraker 1207 #9LMH-11,146,,,,,
Foraker 1207 #9LMH-11,147,,,,,
