,,LEASE,D_DATE,OIL,GAS
FORAKER 1207 1SMH-11,167,FORAKER 1207 1SMH-11,2019-08-15,87.45,2459.24
FORAKER 1207 1SMH-11,168,FORAKER 1207 1SMH-11,2019-08-16,79.12,1914.65
FORAKER 1207 1SMH-11,169,FORAKER 1207 1SMH-11,2019-08-17,104.11,1526.0
FORAKER 1207 1SMH-11,170,FORAKER 1207 1SMH-11,2019-08-18,89.59,1520.65
FORAKER 1207 1SMH-11,171,FORAKER 1207 1SMH-11,2019-08-19,97.86,1536.12
FORAKER 1207 1SMH-11,172,FORAKER 1207 1SMH-11,2019-08-20,99.3,1492.38
FORAKER 1207 1SMH-11,173,FORAKER 1207 1SMH-11,2019-08-21,96.53,1471.48
FORAKER 1207 1SMH-11,174,FORAKER 1207 1SMH-11,2019-08-22,94.44,1435.52
FORAKER 1207 1SMH-11,175,FORAKER 1207 1SMH-11,2019-08-23,124.17,1473.63
FORAKER 1207 1SMH-11,176,FORAKER 1207 1SMH-11,2019-08-24,96.41,1446.43
FORAKER 1207 1SMH-11,177,FORAKER 1207 1SMH-11,2019-08-25,102.06,1381.29
FORAKER 1207 1SMH-11,178,FORAKER 1207 1SMH-11,2019-08-26,118.76,1334.44
FORAKER 1207 1SMH-11,179,FORAKER 1207 1SMH-11,2019-08-27,131.25,1499.85
FORAKER 1207 1SMH-11,180,FORAKER 1207 1SMH-11,2019-08-28,75.7,1556.05
FORAKER 1207 1SMH-11,181,FORAKER 1207 1SMH-11,2019-08-29,83.33,1325.97
FORAKER 1207 1SMH-11,182,FORAKER 1207 1SMH-11,2019-08-30,75.69,1384.68
FORAKER 1207 1SMH-11,183,FORAKER 1207 1SMH-11,2019-08-31,79.87,1390.42
FORAKER 1207 1SMH-11,184,FORAKER 1207 1SMH-11,2019-09-01,79.77,1442.22
FORAKER 1207 1SMH-11,185,FORAKER 1207 1SMH-11,2019-09-02,78.38,1441.05
FORAKER 1207 1SMH-11,186,FORAKER 1207 1SMH-11,2019-09-03,65.2,1323.63
FORAKER 1207 1SMH-11,187,FORAKER 1207 1SMH-11,2019-09-04,134.56,1470.87
FORAKER 1207 1SMH-11,188,FORAKER 1207 1SMH-11,2019-09-05,108.21,1693.98
FORAKER 1207 1SMH-11,189,FORAKER 1207 1SMH-11,2019-09-06,101.36,1551.56
FORAKER 1207 1SMH-11,190,FORAKER 1207 1SMH-11,2019-09-07,109.72,1485.59
FORAKER 1207 1SMH-11,191,FORAKER 1207 1SMH-11,2019-09-08,104.82,1538.31
FORAKER 1207 1SMH-11,192,FORAKER 1207 1SMH-11,2019-09-09,103.87,1540.72
FORAKER 1207 1SMH-11,193,FORAKER 1207 1SMH-11,2019-09-10,108.37,1605.04
FORAKER 1207 1SMH-11,194,FORAKER 1207 1SMH-11,2019-09-11,107.63,1549.19
FORAKER 1207 1SMH-11,195,FORAKER 1207 1SMH-11,2019-09-12,105.56,1551.66
FORAKER 1207 1SMH-11,196,FORAKER 1207 1SMH-11,2019-09-13,101.99,1540.75
FORAKER 1207 1SMH-11,197,FORAKER 1207 1SMH-11,2019-09-14,122.21,1534.41
FORAKER 1207 1SMH-11,198,FORAKER 1207 1SMH-11,2019-09-15,89.59,1533.72
FORAKER 1207 1SMH-11,199,FORAKER 1207 1SMH-11,2019-09-16,109.73,1567.19
FORAKER 1207 1SMH-11,200,FORAKER 1207 1SMH-11,2019-09-17,93.05,1518.9
FORAKER 1207 1SMH-11,201,FORAKER 1207 1SMH-11,2019-09-18,105.55,1538.41
FORAKER 1207 1SMH-11,202,FORAKER 1207 1SMH-11,2019-09-19,101.25,1512.59
FORAKER 1207 1SMH-11,203,FORAKER 1207 1SMH-11,2019-09-20,102.05,1588.84
FORAKER 1207 1SMH-11,204,FORAKER 1207 1SMH-11,2019-09-21,108.23,1611.94
FORAKER 1207 1SMH-11,205,FORAKER 1207 1SMH-11,2019-09-22,103.35,1564.66
FORAKER 1207 1SMH-11,206,FORAKER 1207 1SMH-11,2019-09-23,120.12,1519.28
FORAKER 1207 1SMH-11,207,FORAKER 1207 1SMH-11,2019-09-24,101.38,1521.25
FORAKER 1207 1SMH-11,208,FORAKER 1207 1SMH-11,2019-09-25,77.09,1519.41
FORAKER 1207 1SMH-11,209,FORAKER 1207 1SMH-11,2019-09-26,107.64,1437.97
FORAKER 1207 1SMH-11,210,FORAKER 1207 1SMH-11,2019-09-27,114.59,1475.13
FORAKER 1207 1SMH-11,211,FORAKER 1207 1SMH-11,2019-09-28,82.56,1484.63
FORAKER 1207 1SMH-11,212,FORAKER 1207 1SMH-11,2019-09-29,100.58,1485.16
FORAKER 1207 1SMH-11,213,FORAKER 1207 1SMH-11,2019-09-30,95.71,1475.88
FORAKER 1207 1SMH-11,214,FORAKER 1207 1SMH-11,2019-10-01,101.38,1476.38
FORAKER 1207 1SMH-11,215,FORAKER 1207 1SMH-11,2019-10-02,101.38,1469.25
FORAKER 1207 1SMH-11,216,FORAKER 1207 1SMH-11,2019-10-03,95.15,1465.06
FORAKER 1207 1SMH-11,217,FORAKER 1207 1SMH-11,2019-10-04,104.17,1522.69
FORAKER 1207 1SMH-11,218,FORAKER 1207 1SMH-11,2019-10-05,93.74,1493.06
FORAKER 1207 1SMH-11,219,FORAKER 1207 1SMH-11,2019-10-06,95.22,1494.38
FORAKER 1207 1SMH-11,220,FORAKER 1207 1SMH-11,2019-10-07,108.3,1511.44
FORAKER 1207 1SMH-11,221,FORAKER 1207 1SMH-11,2019-10-08,94.44,1478.63
FORAKER 1207 1SMH-11,222,FORAKER 1207 1SMH-11,2019-10-09,104.17,1553.63
FORAKER 1207 1SMH-11,223,FORAKER 1207 1SMH-11,2019-10-10,84.62,1507.0
FORAKER 1207 1SMH-11,224,FORAKER 1207 1SMH-11,2019-10-11,97.8,1478.56
FORAKER 1207 1SMH-11,225,FORAKER 1207 1SMH-11,2019-10-12,0.0,1426.81
FORAKER 1207 1SMH-11,226,FORAKER 1207 1SMH-11,2019-10-13,0.0,0.0
FORAKER 1207 2UMH-11,0,FORAKER 1207 2UMH-11,2019-03-01,0.0,0.0
FORAKER 1207 2UMH-11,1,FORAKER 1207 2UMH-11,2019-03-02,0.0,0.0
FORAKER 1207 2UMH-11,2,FORAKER 1207 2UMH-11,2019-03-03,0.0,0.0
FORAKER 1207 2UMH-11,3,FORAKER 1207 2UMH-11,2019-03-04,0.0,0.0
FORAKER 1207 2UMH-11,4,FORAKER 1207 2UMH-11,2019-03-05,0.0,0.0
FORAKER 1207 2UMH-11,5,FORAKER 1207 2UMH-11,2019-03-06,0.0,0.0
FORAKER 1207 2UMH-11,6,FORAKER 1207 2UMH-11,2019-03-07,0.0,0.0
FORAKER 1207 2UMH-11,7,FORAKER 1207 2UMH-11,2019-03-08,0.0,0.0
FORAKER 1207 2UMH-11,8,FORAKER 1207 2UMH-11,2019-03-09,0.0,0.0
FORAKER 1207 2UMH-11,9,FORAKER 1207 2UMH-11,2019-03-10,0.0,0.0
FORAKER 1207 2UMH-11,10,FORAKER 1207 2UMH-11,2019-03-11,0.0,0.0
FORAKER 1207 2UMH-11,11,FORAKER 1207 2UMH-11,2019-03-12,0.0,0.0
FORAKER 1207 2UMH-11,12,FORAKER 1207 2UMH-11,2019-03-13,0.0,0.0
FORAKER 1207 2UMH-11,13,FORAKER 1207 2UMH-11,2019-03-14,0.0,0.0
FORAKER 1207 2UMH-11,14,FORAKER 1207 2UMH-11,2019-03-15,0.0,0.0
FORAKER 1207 2UMH-11,15,FORAKER 1207 2UMH-11,2019-03-16,0.0,0.0
FORAKER 1207 2UMH-11,16,FORAKER 1207 2UMH-11,2019-03-17,0.0,0.0
FORAKER 1207 2UMH-11,17,FORAKER 1207 2UMH-11,2019-03-18,0.0,0.0
FORAKER 1207 2UMH-11,18,FORAKER 1207 2UMH-11,2019-03-19,0.0,0.0
FORAKER 1207 2UMH-11,19,FORAKER 1207 2UMH-11,2019-03-20,0.0,0.0
FORAKER 1207 2UMH-11,20,FORAKER 1207 2UMH-11,2019-03-21,0.0,0.0
FORAKER 1207 2UMH-11,21,FORAKER 1207 2UMH-11,2019-03-22,0.0,0.0
FORAKER 1207 2UMH-11,22,FORAKER 1207 2UMH-11,2019-03-23,0.0,0.0
FORAKER 1207 2UMH-11,23,FORAKER 1207 2UMH-11,2019-03-24,0.0,0.0
FORAKER 1207 2UMH-11,24,FORAKER 1207 2UMH-11,2019-03-25,166.53,512.39
FORAKER 1207 2UMH-11,25,FORAKER 1207 2UMH-11,2019-03-26,269.23,556.0
FORAKER 1207 2UMH-11,26,FORAKER 1207 2UMH-11,2019-03-27,598.14,812.0
FORAKER 1207 2UMH-11,27,FORAKER 1207 2UMH-11,2019-03-28,631.43,1319.0
FORAKER 1207 2UMH-11,28,FORAKER 1207 2UMH-11,2019-03-29,673.77,1653.0
FORAKER 1207 2UMH-11,29,FORAKER 1207 2UMH-11,2019-03-30,777.86,1924.0
FORAKER 1207 2UMH-11,30,FORAKER 1207 2UMH-11,2019-03-31,739.69,2216.0
FORAKER 1207 2UMH-11,31,FORAKER 1207 2UMH-11,2019-04-01,792.44,2106.0
FORAKER 1207 2UMH-11,32,FORAKER 1207 2UMH-11,2019-04-02,920.08,2332.0
FORAKER 1207 2UMH-11,33,FORAKER 1207 2UMH-11,2019-04-03,965.91,2768.0
FORAKER 1207 2UMH-11,34,FORAKER 1207 2UMH-11,2019-04-04,1047.79,2976.0
FORAKER 1207 2UMH-11,35,FORAKER 1207 2UMH-11,2019-04-05,1084.55,3334.0
FORAKER 1207 2UMH-11,36,FORAKER 1207 2UMH-11,2019-04-06,1051.94,3649.0
FORAKER 1207 2UMH-11,37,FORAKER 1207 2UMH-11,2019-04-07,992.28,3816.0
FORAKER 1207 2UMH-11,38,FORAKER 1207 2UMH-11,2019-04-08,934.0,3841.0
FORAKER 1207 2UMH-11,39,FORAKER 1207 2UMH-11,2019-04-09,870.13,3982.0
FORAKER 1207 2UMH-11,40,FORAKER 1207 2UMH-11,2019-04-10,788.94,3953.0
FORAKER 1207 2UMH-11,41,FORAKER 1207 2UMH-11,2019-04-11,748.01,3871.0
FORAKER 1207 2UMH-11,42,FORAKER 1207 2UMH-11,2019-04-12,684.87,3884.0
FORAKER 1207 2UMH-11,43,FORAKER 1207 2UMH-11,2019-04-13,672.4,3751.0
FORAKER 1207 2UMH-11,44,FORAKER 1207 2UMH-11,2019-04-14,611.33,3724.0
FORAKER 1207 2UMH-11,45,FORAKER 1207 2UMH-11,2019-04-15,586.33,3698.0
FORAKER 1207 2UMH-11,46,FORAKER 1207 2UMH-11,2019-04-16,563.45,3678.0
FORAKER 1207 2UMH-11,47,FORAKER 1207 2UMH-11,2019-04-17,535.0,3663.0
FORAKER 1207 2UMH-11,48,FORAKER 1207 2UMH-11,2019-04-18,514.86,3653.0
FORAKER 1207 2UMH-11,49,FORAKER 1207 2UMH-11,2019-04-19,480.18,3587.0
FORAKER 1207 2UMH-11,50,FORAKER 1207 2UMH-11,2019-04-20,455.21,3546.0
FORAKER 1207 2UMH-11,51,FORAKER 1207 2UMH-11,2019-04-21,446.16,3483.0
FORAKER 1207 2UMH-11,52,FORAKER 1207 2UMH-11,2019-04-22,413.57,3451.0
FORAKER 1207 2UMH-11,53,FORAKER 1207 2UMH-11,2019-04-23,449.64,3479.0
FORAKER 1207 2UMH-11,54,FORAKER 1207 2UMH-11,2019-04-24,375.4,3910.0
FORAKER 1207 2UMH-11,55,FORAKER 1207 2UMH-11,2019-04-25,346.25,3514.0
FORAKER 1207 2UMH-11,56,FORAKER 1207 2UMH-11,2019-04-26,353.88,3412.0
FORAKER 1207 2UMH-11,57,FORAKER 1207 2UMH-11,2019-04-27,321.97,3468.0
FORAKER 1207 2UMH-11,58,FORAKER 1207 2UMH-11,2019-04-28,317.8,3334.0
FORAKER 1207 2UMH-11,59,FORAKER 1207 2UMH-11,2019-04-29,315.72,3345.0
FORAKER 1207 2UMH-11,60,FORAKER 1207 2UMH-11,2019-04-30,300.45,3296.0
FORAKER 1207 2UMH-11,61,FORAKER 1207 2UMH-11,2019-05-01,291.45,3355.0
FORAKER 1207 2UMH-11,62,FORAKER 1207 2UMH-11,2019-05-02,281.02,3216.0
FORAKER 1207 2UMH-11,63,FORAKER 1207 2UMH-11,2019-05-03,269.25,3339.0
FORAKER 1207 2UMH-11,64,FORAKER 1207 2UMH-11,2019-05-04,260.9,3213.0
FORAKER 1207 2UMH-11,65,FORAKER 1207 2UMH-11,2019-05-05,258.12,3218.0
FORAKER 1207 2UMH-11,66,FORAKER 1207 2UMH-11,2019-05-06,253.96,3177.0
FORAKER 1207 2UMH-11,67,FORAKER 1207 2UMH-11,2019-05-07,232.46,3177.0
FORAKER 1207 2UMH-11,68,FORAKER 1207 2UMH-11,2019-05-08,231.76,3073.0
FORAKER 1207 2UMH-11,69,FORAKER 1207 2UMH-11,2019-05-09,238.01,2959.0
FORAKER 1207 2UMH-11,70,FORAKER 1207 2UMH-11,2019-05-10,224.82,3045.0
FORAKER 1207 2UMH-11,71,FORAKER 1207 2UMH-11,2019-05-11,222.06,2979.0
FORAKER 1207 2UMH-11,72,FORAKER 1207 2UMH-11,2019-05-12,205.39,2933.0
FORAKER 1207 2UMH-11,73,FORAKER 1207 2UMH-11,2019-05-13,207.47,2909.0
FORAKER 1207 2UMH-11,74,FORAKER 1207 2UMH-11,2019-05-14,207.47,2647.0
FORAKER 1207 2UMH-11,75,FORAKER 1207 2UMH-11,2019-05-15,212.33,2881.0
FORAKER 1207 2UMH-11,76,FORAKER 1207 2UMH-11,2019-05-16,227.59,3002.0
FORAKER 1207 2UMH-11,77,FORAKER 1207 2UMH-11,2019-05-17,202.63,3150.0
FORAKER 1207 2UMH-11,78,FORAKER 1207 2UMH-11,2019-05-18,183.87,3126.0
FORAKER 1207 2UMH-11,79,FORAKER 1207 2UMH-11,2019-05-19,159.59,2851.0
FORAKER 1207 2UMH-11,80,FORAKER 1207 2UMH-11,2019-05-20,174.17,2365.0
FORAKER 1207 2UMH-11,81,FORAKER 1207 2UMH-11,2019-05-21,188.74,2782.0
FORAKER 1207 2UMH-11,82,FORAKER 1207 2UMH-11,2019-05-22,185.27,2909.0
FORAKER 1207 2UMH-11,83,FORAKER 1207 2UMH-11,2019-05-23,150.57,2914.0
FORAKER 1207 2UMH-11,84,FORAKER 1207 2UMH-11,2019-05-24,151.28,2419.0
FORAKER 1207 2UMH-11,85,FORAKER 1207 2UMH-11,2019-05-25,160.98,2540.0
FORAKER 1207 2UMH-11,86,FORAKER 1207 2UMH-11,2019-05-26,158.21,2477.0
FORAKER 1207 2UMH-11,87,FORAKER 1207 2UMH-11,2019-05-27,156.13,2541.0
FORAKER 1207 2UMH-11,88,FORAKER 1207 2UMH-11,2019-05-28,145.04,2398.0
FORAKER 1207 2UMH-11,89,FORAKER 1207 2UMH-11,2019-05-29,149.87,2321.0
FORAKER 1207 2UMH-11,90,FORAKER 1207 2UMH-11,2019-05-30,163.07,2621.0
FORAKER 1207 2UMH-11,91,FORAKER 1207 2UMH-11,2019-05-31,141.56,2685.0
FORAKER 1207 2UMH-11,92,FORAKER 1207 2UMH-11,2019-06-01,151.26,2360.0
FORAKER 1207 2UMH-11,93,FORAKER 1207 2UMH-11,2019-06-02,140.16,2403.0
FORAKER 1207 2UMH-11,94,FORAKER 1207 2UMH-11,2019-06-03,148.49,2268.0
FORAKER 1207 2UMH-11,95,FORAKER 1207 2UMH-11,2019-06-04,133.23,2437.0
FORAKER 1207 2UMH-11,96,FORAKER 1207 2UMH-11,2019-06-05,140.86,2335.0
FORAKER 1207 2UMH-11,97,FORAKER 1207 2UMH-11,2019-06-06,140.17,2511.0
FORAKER 1207 2UMH-11,98,FORAKER 1207 2UMH-11,2019-06-07,130.45,2452.0
FORAKER 1207 2UMH-11,99,FORAKER 1207 2UMH-11,2019-06-08,141.56,2259.0
FORAKER 1207 2UMH-11,100,FORAKER 1207 2UMH-11,2019-06-09,122.81,2280.0
FORAKER 1207 2UMH-11,101,FORAKER 1207 2UMH-11,2019-06-10,133.93,2261.0
FORAKER 1207 2UMH-11,102,FORAKER 1207 2UMH-11,2019-06-11,150.57,2508.0
FORAKER 1207 2UMH-11,103,FORAKER 1207 2UMH-11,2019-06-12,144.34,2749.0
FORAKER 1207 2UMH-11,104,FORAKER 1207 2UMH-11,2019-06-13,147.79,2774.0
FORAKER 1207 2UMH-11,105,FORAKER 1207 2UMH-11,2019-06-14,122.82,2758.0
FORAKER 1207 2UMH-11,106,FORAKER 1207 2UMH-11,2019-06-15,154.05,2596.0
FORAKER 1207 2UMH-11,107,FORAKER 1207 2UMH-11,2019-06-16,111.72,3152.0
FORAKER 1207 2UMH-11,108,FORAKER 1207 2UMH-11,2019-06-17,134.61,2310.0
FORAKER 1207 2UMH-11,109,FORAKER 1207 2UMH-11,2019-06-18,111.71,2826.0
FORAKER 1207 2UMH-11,110,FORAKER 1207 2UMH-11,2019-06-19,102.7,2516.0
FORAKER 1207 2UMH-11,111,FORAKER 1207 2UMH-11,2019-06-20,113.11,2421.0
FORAKER 1207 2UMH-11,112,FORAKER 1207 2UMH-11,2019-06-21,113.79,2756.0
FORAKER 1207 2UMH-11,113,FORAKER 1207 2UMH-11,2019-06-22,140.85,2214.0
FORAKER 1207 2UMH-11,114,FORAKER 1207 2UMH-11,2019-06-23,82.58,2826.0
FORAKER 1207 2UMH-11,115,FORAKER 1207 2UMH-11,2019-06-24,86.73,1581.0
FORAKER 1207 2UMH-11,116,FORAKER 1207 2UMH-11,2019-06-25,101.31,2141.0
FORAKER 1207 2UMH-11,117,FORAKER 1207 2UMH-11,2019-06-26,96.46,2283.0
FORAKER 1207 2UMH-11,118,FORAKER 1207 2UMH-11,2019-06-27,91.59,2191.0
FORAKER 1207 2UMH-11,119,FORAKER 1207 2UMH-11,2019-06-28,102.0,2208.0
FORAKER 1207 2UMH-11,120,FORAKER 1207 2UMH-11,2019-06-29,102.7,2302.0
FORAKER 1207 2UMH-11,121,FORAKER 1207 2UMH-11,2019-06-30,116.57,2205.0
FORAKER 1207 2UMH-11,122,FORAKER 1207 2UMH-11,2019-07-01,93.67,2187.0
FORAKER 1207 2UMH-11,123,FORAKER 1207 2UMH-11,2019-07-02,103.4,1707.0
FORAKER 1207 2UMH-11,124,FORAKER 1207 2UMH-11,2019-07-03,103.39,2048.0
FORAKER 1207 2UMH-11,125,FORAKER 1207 2UMH-11,2019-07-04,102.69,2083.0
FORAKER 1207 2UMH-11,126,FORAKER 1207 2UMH-11,2019-07-05,114.5,2100.0
FORAKER 1207 2UMH-11,127,FORAKER 1207 2UMH-11,2019-07-06,92.98,2313.0
FORAKER 1207 2UMH-11,128,FORAKER 1207 2UMH-11,2019-07-07,99.92,1991.0
FORAKER 1207 2UMH-11,129,FORAKER 1207 2UMH-11,2019-07-08,71.47,2050.0
FORAKER 1207 2UMH-11,130,FORAKER 1207 2UMH-11,2019-07-09,119.35,1798.0
FORAKER 1207 2UMH-11,131,FORAKER 1207 2UMH-11,2019-07-10,90.21,2498.0
FORAKER 1207 2UMH-11,132,FORAKER 1207 2UMH-11,2019-07-11,124.9,1911.0
FORAKER 1207 2UMH-11,133,FORAKER 1207 2UMH-11,2019-07-12,111.71,2715.0
FORAKER 1207 2UMH-11,134,FORAKER 1207 2UMH-11,2019-07-13,93.69,2465.0
FORAKER 1207 2UMH-11,135,FORAKER 1207 2UMH-11,2019-07-14,73.55,2142.0
FORAKER 1207 2UMH-11,136,FORAKER 1207 2UMH-11,2019-07-15,71.47,1907.0
FORAKER 1207 2UMH-11,137,FORAKER 1207 2UMH-11,2019-07-16,81.88,1911.0
FORAKER 1207 2UMH-11,138,FORAKER 1207 2UMH-11,2019-07-17,91.59,2111.0
FORAKER 1207 2UMH-11,139,FORAKER 1207 2UMH-11,2019-07-18,77.02,2238.0
FORAKER 1207 2UMH-11,140,FORAKER 1207 2UMH-11,2019-07-19,123.51,1973.0
FORAKER 1207 2UMH-11,141,FORAKER 1207 2UMH-11,2019-07-20,76.33,2091.0
FORAKER 1207 2UMH-11,142,FORAKER 1207 2UMH-11,2019-07-21,92.28,1978.0
FORAKER 1207 2UMH-11,143,FORAKER 1207 2UMH-11,2019-07-22,69.39,2063.0
FORAKER 1207 2UMH-11,144,FORAKER 1207 2UMH-11,2019-07-23,72.16,2505.21
FORAKER 1207 2UMH-11,145,FORAKER 1207 2UMH-11,2019-07-24,77.03,2505.21
FORAKER 1207 2UMH-11,146,FORAKER 1207 2UMH-11,2019-07-25,77.71,1935.0
FORAKER 1207 2UMH-11,147,FORAKER 1207 2UMH-11,2019-07-26,86.74,2505.21
FORAKER 1207 2UMH-11,148,FORAKER 1207 2UMH-11,2019-07-27,83.27,1991.0
FORAKER 1207 2UMH-11,149,FORAKER 1207 2UMH-11,2019-07-28,90.9,1984.0
FORAKER 1207 2UMH-11,150,FORAKER 1207 2UMH-11,2019-07-29,13.88,2017.0
FORAKER 1207 2UMH-11,151,FORAKER 1207 2UMH-11,2019-07-30,5.55,1038.0
FORAKER 1207 2UMH-11,152,FORAKER 1207 2UMH-11,2019-07-31,11.11,102.0
FORAKER 1207 2UMH-11,153,FORAKER 1207 2UMH-11,2019-08-01,0.0,103.0
FORAKER 1207 2UMH-11,154,FORAKER 1207 2UMH-11,2019-08-02,24.28,81.0
FORAKER 1207 2UMH-11,155,FORAKER 1207 2UMH-11,2019-08-03,51.35,1261.15
FORAKER 1207 2UMH-11,156,FORAKER 1207 2UMH-11,2019-08-04,47.19,1463.7
FORAKER 1207 2UMH-11,157,FORAKER 1207 2UMH-11,2019-08-05,37.47,1305.72
FORAKER 1207 2UMH-11,158,FORAKER 1207 2UMH-11,2019-08-06,77.02,789.02
FORAKER 1207 2UMH-11,159,FORAKER 1207 2UMH-11,2019-08-07,38.16,1381.79
FORAKER 1207 2UMH-11,160,FORAKER 1207 2UMH-11,2019-08-08,53.43,1185.31
FORAKER 1207 2UMH-11,161,FORAKER 1207 2UMH-11,2019-08-09,62.45,1188.62
FORAKER 1207 2UMH-11,162,FORAKER 1207 2UMH-11,2019-08-10,62.45,1038.46
FORAKER 1207 2UMH-11,163,FORAKER 1207 2UMH-11,2019-08-11,47.18,1128.11
FORAKER 1207 2UMH-11,164,FORAKER 1207 2UMH-11,2019-08-12,47.19,1063.69
FORAKER 1207 2UMH-11,165,FORAKER 1207 2UMH-11,2019-08-13,54.82,1144.01
FORAKER 1207 2UMH-11,166,FORAKER 1207 2UMH-11,2019-08-14,42.33,1156.13
FORAKER 1207 2UMH-11,167,FORAKER 1207 2UMH-11,2019-08-15,43.71,1080.43
FORAKER 1207 2UMH-11,168,FORAKER 1207 2UMH-11,2019-08-16,40.24,1073.95
FORAKER 1207 2UMH-11,169,FORAKER 1207 2UMH-11,2019-08-17,54.13,1248.39
FORAKER 1207 2UMH-11,170,FORAKER 1207 2UMH-11,2019-08-18,53.43,1351.35
FORAKER 1207 2UMH-11,171,FORAKER 1207 2UMH-11,2019-08-19,45.1,1413.1
FORAKER 1207 2UMH-11,172,FORAKER 1207 2UMH-11,2019-08-20,40.25,1339.85
FORAKER 1207 2UMH-11,173,FORAKER 1207 2UMH-11,2019-08-21,48.57,1310.28
FORAKER 1207 2UMH-11,174,FORAKER 1207 2UMH-11,2019-08-22,48.57,1326.21
FORAKER 1207 2UMH-11,175,FORAKER 1207 2UMH-11,2019-08-23,88.82,1370.47
FORAKER 1207 2UMH-11,176,FORAKER 1207 2UMH-11,2019-08-24,71.47,1392.15
FORAKER 1207 2UMH-11,177,FORAKER 1207 2UMH-11,2019-08-25,61.76,1301.04
FORAKER 1207 2UMH-11,178,FORAKER 1207 2UMH-11,2019-08-26,51.35,1268.79
FORAKER 1207 2UMH-11,179,FORAKER 1207 2UMH-11,2019-08-27,61.06,1297.94
FORAKER 1207 2UMH-11,180,FORAKER 1207 2UMH-11,2019-08-28,20.12,1273.62
FORAKER 1207 2UMH-11,181,FORAKER 1207 2UMH-11,2019-08-29,52.73,1129.29
FORAKER 1207 2UMH-11,182,FORAKER 1207 2UMH-11,2019-08-30,63.84,1102.99
FORAKER 1207 2UMH-11,183,FORAKER 1207 2UMH-11,2019-08-31,71.47,1159.95
FORAKER 1207 2UMH-11,184,FORAKER 1207 2UMH-11,2019-09-01,59.68,1211.91
FORAKER 1207 2UMH-11,185,FORAKER 1207 2UMH-11,2019-09-02,52.04,1224.73
FORAKER 1207 2UMH-11,186,FORAKER 1207 2UMH-11,2019-09-03,54.82,1131.56
FORAKER 1207 2UMH-11,187,FORAKER 1207 2UMH-11,2019-09-04,81.88,1328.13
FORAKER 1207 2UMH-11,188,FORAKER 1207 2UMH-11,2019-09-05,77.72,1449.48
FORAKER 1207 2UMH-11,189,FORAKER 1207 2UMH-11,2019-09-06,63.14,1369.66
FORAKER 1207 2UMH-11,190,FORAKER 1207 2UMH-11,2019-09-07,76.33,1306.56
FORAKER 1207 2UMH-11,191,FORAKER 1207 2UMH-11,2019-09-08,63.14,1321.64
FORAKER 1207 2UMH-11,192,FORAKER 1207 2UMH-11,2019-09-09,61.76,1333.43
FORAKER 1207 2UMH-11,193,FORAKER 1207 2UMH-11,2019-09-10,55.51,1319.18
FORAKER 1207 2UMH-11,194,FORAKER 1207 2UMH-11,2019-09-11,63.84,1353.28
FORAKER 1207 2UMH-11,195,FORAKER 1207 2UMH-11,2019-09-12,70.08,1298.0
FORAKER 1207 2UMH-11,196,FORAKER 1207 2UMH-11,2019-09-13,69.39,1292.66
FORAKER 1207 2UMH-11,197,FORAKER 1207 2UMH-11,2019-09-14,77.72,1285.41
FORAKER 1207 2UMH-11,198,FORAKER 1207 2UMH-11,2019-09-15,44.4,1278.91
FORAKER 1207 2UMH-11,199,FORAKER 1207 2UMH-11,2019-09-16,46.49,1172.53
FORAKER 1207 2UMH-11,200,FORAKER 1207 2UMH-11,2019-09-17,53.43,1055.9
FORAKER 1207 2UMH-11,201,FORAKER 1207 2UMH-11,2019-09-18,54.13,948.5
FORAKER 1207 2UMH-11,202,FORAKER 1207 2UMH-11,2019-09-19,52.04,997.44
FORAKER 1207 2UMH-11,203,FORAKER 1207 2UMH-11,2019-09-20,46.49,1045.28
FORAKER 1207 2UMH-11,204,FORAKER 1207 2UMH-11,2019-09-21,63.14,1051.53
FORAKER 1207 2UMH-11,205,FORAKER 1207 2UMH-11,2019-09-22,67.31,1104.94
FORAKER 1207 2UMH-11,206,FORAKER 1207 2UMH-11,2019-09-23,68.7,1224.34
FORAKER 1207 2UMH-11,207,FORAKER 1207 2UMH-11,2019-09-24,56.89,1244.81
FORAKER 1207 2UMH-11,208,FORAKER 1207 2UMH-11,2019-09-25,34.0,1240.5
FORAKER 1207 2UMH-11,209,FORAKER 1207 2UMH-11,2019-09-26,54.13,1180.81
FORAKER 1207 2UMH-11,210,FORAKER 1207 2UMH-11,2019-09-27,63.83,1237.09
FORAKER 1207 2UMH-11,211,FORAKER 1207 2UMH-11,2019-09-28,36.09,1242.19
FORAKER 1207 2UMH-11,212,FORAKER 1207 2UMH-11,2019-09-29,55.51,1238.63
FORAKER 1207 2UMH-11,213,FORAKER 1207 2UMH-11,2019-09-30,52.73,1224.03
FORAKER 1207 2UMH-11,214,FORAKER 1207 2UMH-11,2019-10-01,43.72,1224.88
FORAKER 1207 2UMH-11,215,FORAKER 1207 2UMH-11,2019-10-02,53.43,1216.34
FORAKER 1207 2UMH-11,216,FORAKER 1207 2UMH-11,2019-10-03,45.1,1213.09
FORAKER 1207 2UMH-11,217,FORAKER 1207 2UMH-11,2019-10-04,56.9,1042.41
FORAKER 1207 2UMH-11,218,FORAKER 1207 2UMH-11,2019-10-05,45.11,1157.56
FORAKER 1207 2UMH-11,219,FORAKER 1207 2UMH-11,2019-10-06,45.79,1232.09
